	0	1
284	This pilot phase I trial compares administration schedules of anti-programmed cell death-1 ligand 1 (PD-L1) monoclonal antibody MPDL3280A and stereotactic ablative radiotherapy in treating patients with stage IV non-small cell lung cancer. Monoclonal antibodies, such as anti-PD-L1 monoclonal antibody MPDL3280A, may block tumor growth in different ways by targeting certain cells. Stereotactic ablative radiotherapy, also known as stereotactic body radiation therapy, is a specialized radiation therapy that delivers a single, high dose of radiation directly to the tumor and may kill more tumor cells and cause less damage to normal tissue. Giving anti-PD-L1 monoclonal antibody MPDL3280A with stereotactic ablative radiotherapy may be a better treatment for non-small cell lung cancer. However, it is not yet known what the best administration schedule is for these treatments.	0
711		0
370	Primary Objectives:  Phase I: To evaluate safety and tolerability of isatuximab in Japanese patients with relapsed and refractory multiple myeloma. Phase II: To evaluate efficacy of isatuximab at recommended dose and to further evaluate the overall response rate (ORR) of isatuximab in Japanese patients with relapsed and refractory multiple myeloma.  Secondary Objectives:  To evaluate the safety including immunogenicity of isatuximab. The severity, frequency and incidence of all adverse events will be assessed. To evaluate the pharmacokinetic (PK) profile of isatuximab in the proposed dosing schedule. To assess the efficacy using International Myeloma Working Group (IMWG) uniform response criteria. To assess the relationship between baseline CD38 receptor density on multiple myeloma cells and efficacy.	0
598	The total study duration of study is expected up to 68 weeks (screening period of 4 weeks, treatment period of 52 weeks, and 12 weeks of follow up).	0
1469	Inclusion criteria :  Adult and adolescent (12 years of age or older) participants with a physician diagnosis of asthma for >=12 months, based on the Global Initiative for Asthma (GINA) 2014 guidelines and the following criteria:  Participants with severe asthma and a well-documented, regular prescribed treatment of maintenance corticosteroids in the 6 months prior to Visit 1 and using a stable OCS dose (ie, no change of OCS dose) for 4 weeks prior to Visit 1. Participants must be taking 5 to 35 mg/day of prednisone/prednisolone, or the equivalent, at Visit 1 and at the randomization visit. In addition, the participants must agree to switch to study-required prednisone/prednisolone as their OCS and use it per protocol for the duration of the study. Existing treatment with high-dose inhaled corticosteroid (ICS; >500 mcg total daily dose of fluticasone propionate or equivalent) in combination with a second controller (ie, long-acting beta agonist [LABA], leukotriene receptor antagonist [LTRA]) for at least 3 months with a stable dose of ICS for >=1 month prior to Visit 1. In addition, participants requiring a third controller for their asthma are considered eligible for this study, and it should also be used for at least 3 months with a stable dose >= 1 month prior to Visit 1. A forced expiratory volume in 1 second (FEV1) <80% of predicted normal for adults and <=90% of predicted normal for adolescents at Visit 1. Evidence of asthma as documented by either: reversibility of at least 12% and 200 mL in FEV1 after the administration of 200 to 400 mcg (2 to 4 inhalations of albuterol/salbutamol or levalbuterol/levosalbutamol, or of a nebulized solution of albuterol/salbutamol or levalbuterol/levosalbutamol, if considered as a standard office practice) before randomization or documented in the 12 months prior to Visit 1 OR airway hyperresponsiveness (methacholine: provocative concentration that causes a positive reaction [PC20] of <8 mg/mL) documented in the 12 months prior to Visit 1.  Exclusion criteria:  Participants <12 years of age or the minimum legal age for adolescents in the country of the investigative site, whichever is higher (for those countries where local regulations permit enrollment of adults only, participant recruitment will be restricted to those who were >=18 years of age). Participants who weighed <30.0 kg. Chronic obstructive pulmonary disease (COPD) or other lung diseases (eg, idiopathic pulmonary fibrosis, Churg-Strauss Syndrome, allergic bronchopulmonary aspergillosis, cystic fibrosis) which may impair lung function. Clinical evidence or imaging (eg, chest X-ray, computed tomography, magnetic resonance imaging) within 12 months of Visit 1 with clinically significant findings of lung disease(s) other than asthma, as per local standard of care. A participant who experiences a deterioration of asthma that results in emergency treatment or hospitalization within 4 weeks of Screening Visit 1. A participant who requires 12 puffs or more of rescue medication on any 1 day in the week prior to Visit 1. A participant who has experienced an upper or lower respiratory tract infection within the 4 weeks prior to screening. Current smoker or cessation of smoking within 6 months prior to Visit 1. Previous smoker with a smoking history >10 pack-years. Comorbid disease that might interfere with the evaluation of the investigational medicinal product.  The above information is not intended to contain all considerations relevant to a participant's potential participation in a clinical trial.	1
125	The purpose of the study is to evaluate the efficacy of SAR 1118 Ophthalmic Solution (5.0%) compared to placebo in the treatment of Dry Eye. The safety and tolerability of SAR 1118 Ophthalmic Solution (5.0%) compared to placebo in subjects with dry eye when administered BID for 12 weeks will also be evaluated.	0
407	Primary Objective:  Evaluate the long-term safety and tolerability of dupilumab in patients with asthma who participated in a previous dupilumab asthma study (DRI12544, PDY14192, EFC13579, EFC13691).  Secondary Objectives:  Evaluate the efficacy of dupilumab in patients with asthma who participated in a previous dupilumab asthma clinical study.  Evaluate dupilumab in patients with asthma who participated in a previous dupilumab asthma clinical study, with regards to:  Systemic exposure Anti-drug antibodies Biomarkers	0
1346	Inclusion Criteria:  Presumptive positive laboratory test for SARS-CoV-2 or upper respiratory infection with recent exposure to laboratory-proven SARS-CoV-2-infected person Negative influenza and respiratory virus panel New or worsening hypoxia (SpO2 <95%) compared to baseline or increasing oxygen requirement Randomization within 24 hours of initial presentation to a hospital (inclusive of transfer)  Exclusion Criteria:  Currently taking an angiotensin converting enzyme inhibitor (ACEi) or Angiotensin receptor blocker (ARB) Prior reaction or intolerance to an ARB or ACEi Blood pressure less than 110/70 mmHg Potassium great than 5.0 mEq/L within 4 weeks of study enrollment. Pregnancy or breastfeeding In females of childbearing age, unwillingness to use birth control for the duration of the study Estimated Glomerular Filtration Rate (eGFR) of < 30ml/min/1.73 m2 within 4 weeks of study initiation or history of advanced renal disease AST and/or ALT > 3 times the upper limit of normal within 4 weeks of study enrollment Severe volume depletion or severe acute kidney injury that, in the opinion of the investigator, would preclude administration of Losartan Concurrent treatment with Alikirin Inability to obtain informed consent Non-English speakers	1
1270	Inclusion Criteria:  Male and female patients aged 18 to 65 years (inclusive) with a clinical history of seasonal allergic rhinitis (SAR) (for at least 2 years) and exhibiting a positive skin prick test  Exclusion Criteria:  Pregnant or lactating women Patients with known hypersensitivity to any of the components of the formulation Patients with a history of seasonal asthma during ragweed season. Patient requiring chronic use of inhaled or systemic corticosteroids Patients with perennial rhinitis; non-allergic rhinitis; or ocular infection within 3 weeks before the screening Patients with history of acute or significant chronic sinusitis or chronic purulent post-nasal drip or Rhinitis Medicamentosa as determined by the Investigator. Patients with history of narrow-angle glaucoma, increased intraocular pressure, posterior subcapsular cataract, urinary retention, uncontrolled hypertension, severe Coronary Artery Disease, Ischemic Heart Disease, uncontrolled Diabetes Mellitus, Hyperthyroidism, Renal Impairment or Prostatic Hypertrophy, and those receiving MAO inhibitor therapy.	1
736	The total duration of the study period per participant was 20-22 weeks broken down as follows:  Screening period: up to 14 days, Treatment period: 12 weeks, Follow-up period: 6-8 weeks.	0
541	Study duration for one patient will include a period for inclusion (screening period) of up to 4 weeks, a treatment period of at least 4 weeks, and a end-of-study visit at 30 days following the last administration of study drug. The patient may continue treatment until disease progression, unacceptable toxicity or willingness to stop, followed by a minimum of 30-days follow-up.	0
139	Background:  Researchers are testing version of a system known as a magnetic resonance imagining (MRI) scanner that uses strong magnetic fields, radio waves and the like to create images of the organs in the body. It uses lower energy levels than other MRI scanners. This may help scan people with metal devices in their body, or in invasive heart procedures using metal tools.  Objective:  To test a new MRI scanner and software changes to create better pictures.  Eligibility:  People with disease and healthy volunteers, ages 18 and older.  Design:  Participants will be screened with blood tests.  Participants may have both the new MRI and a conventional MRI or only the new one. If 2 are done, they must be within 60 days.  For both MRI versions, participants lie on a table that slides into a large tube. During scans, they will hold their breath for up to 20 seconds at a time. Heart activity will be measured by wires connected to pads on the skin. A flexible belt may be used to monitor their breathing. They will be in the scanner up to 2 hours.  Participants can agree to have a dye called gadolinium injected into their arm during the scan. This brightens the pictures.  Participants can agree to take a drug called a vasodilator. This helps detect areas of the heart with abnormal blood supply. Scans of the heart are taken before, during, and after they get the medicine. The drug may cause temporary chest pain or shortness of breath. They may get other drugs to relieve these symptoms.  Sponsoring Institution: National Heart, Lung, and Blood Institute	0
260	The purpose of the study is to evaluate the safety and efficacy of lifitegrast ophthalmic solution compared to placebo in the treatment of dry eye.	0
473	The purpose of this open label, two stage, phase II study is to evaluate the efficacy and tolerability of ZD6474 in patients with locally advanced or metastatic hereditary medullary thyroid carcinoma.	0
165	Primary Objective:  Injection Site Tolerability  Secondary Objective:  To assess the safety profile of alirocumab SAR236553 (REGN727) To assess the pharmacokinetic-pharmacodynamic relationship of alirocumab SAR236553 (REGN727)	0
226	This is a randomized, double-blind, placebo-controlled, multicenter phase 2 study of the safety and efficacy of 3-month subcutaneous (SC) REGN1033 (SAR391786) treatment in patients with sarcopenia.	0
1177	Inclusion Criteria:  Critical care admission Admission for/with acute encephalopathy defined as a rapidly developing (over less than 4 weeks, but usually within hours to a few days) pathobiological process in the brain; including delirium or subsyndromal (DSM V definition) or coma (Glasgow coma scale score < 9) Age ≥ 18 years  Exclusion Criteria:  - Opposition to study participation from the patient itself or patient surrogate	1
191	Acute lung injury represents the most severe form of the viral infection sustained by coronavirus disease 2019 (Covid-19) also named as SARS-CoV-2, a new virus emerged in December 2019 in Wuhan (China). The diagnosis is clinical and patients develop flu-like syndrome with fever and cough; patients with clinical symptoms can perform a swab test for diagnosis of positivity to Covid-19. Even if diagnosis and treatment are well described, to date, this viral pandemic infection induces an increased mortality in the world. The aim of the present project is to evaluate specific biomarkers that could be used for patient stratification and for tailor therapy in COVID-19 infected patients.	0
306	The purpose of this study was to assess the safety of Dupilumab administered concomitantly with topical corticosteroids (TCS) in patients with moderate-to-severe atopic dermatitis (AD).	0
635	Healthy subjects:  The total duration of study per subject is up to 4.5 weeks with 2 to 21 days screening period, 1 day for treatment, and 7 days (+/- 1 day) follow-up after IMP administration.  T1DM patients:  The total duration of study per patient is up to 5.5 weeks with 3 to 28 days screening period, 1 day for treatment, and 7 days (+/- 1 day) follow-up after IMP administration.  One or more interim analyses may be performed to support decisions for the next steps of the study.	0
1143	Inclusion Criteria:  Provision of informed consent Exposure to a COVID19 case within 4 days as either a healthcare worker or household contact, OR Symptomatic COVID19 case with confirmed diagnosis within 4 days of symptom onset OR symptomatic healthcare worker with known COVID19 contact and within 4 days of symptom onset;  Exclusion Criteria:  Current hospitalization Allergy to hydroxychloroquine Retinal eye disease Known glucose-6 phosphate dehydrogenase (G-6-PD) deficiency Known chronic kidney disease, stage 4 or 5 or receiving dialysis Weight < 40 kg Known Porphyria Current use of: hydroxychloroquine or cardiac medicines of: flecainide, Tambocor; amiodarone, Cordarone, Pacerone; digoxin or Digox, Digitek, Lanoxin; procainamide or Procan, Procanbid, propafenone, Rythmal)	1
1311	"Inclusion Criteria:  Male and females of any ethnic group between 12 and 60 years of age. History of moderate to severe Seasonal Allergic Rhinitis (SAR) for at least two years. Subjects' symptoms resulting from the irritation of sinus, nasal and upper respiratory tract tissues will include the five symptoms (""S5"") that are the focus of this study: nasal congestion, rhinorrhea, nasal itching, sneezing, and post nasal drip. Subjects must have an average TSS baseline score of at least 8 on the S5 Subject Diary. Prior to study drug administration, subjects' good health will be confirmed by medical history & physical examination, including pregnancy test (urine dip) before study inception. Allergic hypersensitivity will be confirmed by the physician or well established patient medical history. Subject's compliance with requisite run-in period for the individual will be confirmed by the investigator/designee.  Exclusion Criteria:  Pregnancy or lactation. Immunotherapy unless at stable maintenance dose. Presence of a medical condition that might interfere with treatment evaluation or require a change in therapy including but not limited to high blood pressure or urinary retention problems. Alcohol dependence. Use of any other investigational drug in the previous month. Subjects presenting with asthma requiring corticosteroid treatment. Subjects with multiple drug allergies. Subjects known to have an idiosyncratic reaction to any of the ingredients in IMP. Subject who has used any investigational drugs within 30 days of the screening visit. Subject who is participating in any other clinical study. Subject who is unable to meet washout requirements. Subject with clinically significant abnormal vital sign or laboratory value that precludes participation. Subjects with any family relationship to Sponsor, Investigator, or staff of Sponsor or Investigator. A URI within 4 weeks of study inception. Subjects taking beta blockers or tri-cyclic antidepressants will not be allowed to participate in the study."	1
482	Primary Objective:  To demonstrate the superiority of sotagliflozin dose 1 versus placebo on hemoglobin A1c (HbA1c) reduction in Chinese patients with type 2 diabetes (T2D) who have inadequate glycemic control on diet and exercise.  Secondary Objectives:  To compare sotagliflozin dose 1 versus placebo for change in 2-hour postprandial glucose (PPG) following a mixed meal tolerance test (MMTT), change in fasting plasma glucose (FPG), and change in body weight. To compare sotagliflozin dose 2 versus placebo for change in HbA1c, change in 2-hour PPG following a MMTT, change in FPG, and change in body weight. To compare sotagliflozin dose 2 and sotagliflozin dose 1 versus placebo for change in systolic blood pressure (SBP) for all patients, and change in SBP for patients with baseline SBP ≥130 mmHg. To evaluate the safety of sotagliflozin dose 2 and sotagliflozin dose 1 versus placebo.	0
1207	Inclusion Criteria:  Must meet the World Health Organization criteria for heFH Participants must be on a stable statin dose, with or without ezetimibe, for at least 6 weeks before screening Serum LDL-C levels ≥ 100 mg/dL at screening Willing to follow the NCEP ATPIII TLC diet, or an equivalent diet plan, starting at screening and continuing until the last study visit A negative urine/serum pregnancy test at each screening visit and start of the study, for women of childbearing potential  Key Exclusion Criteria:  Participants with homozygous FH (clinically or by previous genotyping)  Use of a medication (other than a statin or EZE) to alter serum lipids within 42 days (6 weeks) before screening including, but not limited to:  Fibrates Niacin (>500 mg/day) Omega-3 fatty acids (>1000 mg/day of DHA/EPA) Bile acid resins  Use of nutraceuticals or OTC medications that may alter lipid levels that are not stable for at least 6 weeks before screening and are not planned to remain constant throughout the study. Examples include:  Omega-3 fatty acids (≤1000 mg/day of DHA/EPA) Niacin (≤500 mg/day) Plant stanols, such as found in Benecol, flax seed oil, psyllium Red yeast rice Disorders known to influence lipid levels, such as nephrotic syndrome, significant liver disease, Cushing's disease, untreated hypothyroidism (patients on stable thyroid replacement for at least 12 weeks before the full screening visit, who are metabolically euthyroid by thyroid-stimulating hormone (TSH) testing are allowed) Use of thyroid medications (except for replacement therapy which has been stable for at least 12 weeks before the full screening visit) Fasting serum TG >350 mg/dL screening LDL apheresis within 12 months before screening	1
763		0
1129	Inclusion Criteria:  Histologically confirmed CD19-positive non-Hodgkin's B-cell lymphoma, relapsed or refractory after standard treatments, with no curative option with conventional therapy ECOG performance status 0 to 2  Exclusion Criteria:  Burkitt's lymphoma, Lymphoblastic lymphoma, Chronic lymphocytic leukemia (Small lymphocytic lymphoma may be included) Chemotherapy or radiation therapy or other investigational agents within 4 weeks prior to entering the study Previous radioimmunotherapy within 12 weeks Known intolerance to infused protein products or maytansinoids Poor kidney, liver and bone marrow functions Any serious active disease or co-morbid condition, which in the opinion of the principle investigator, will interfere with the safety or with compliance with the study Pregnant or breast-feeding women Patient with reproductive potential without effective birth control methods  The above information is not intended to contain all considerations relevant to a patient's potential participation in a clinical trial.	1
320	Primary Objective:  To compare the effect of alirocumab with placebo on the occurrence of cardiovascular (CV) events (composite endpoint of coronary heart disease (CHD) death, non-fatal myocardial infarction (MI), fatal and non-fatal ischemic stroke, unstable angina (UA) requiring hospitalization) in participants who experienced an acute coronary syndrome (ACS) event 4 to 52 weeks prior to randomization and were treated with evidence-based medical and dietary management of dyslipidemia.  Secondary Objectives:  To evaluate the effect of alirocumab on secondary endpoints (any CHD event , major CHD event, any CV event, composite of all cause mortality/non-fatal MI/non-fatal ischemic stroke, CHD deaths, CV deaths, all cause mortality). To evaluate the safety and tolerability of alirocumab. To evaluate the effect of alirocumab on lipid parameters.	0
1192	Inclusion Criteria:  Patients aged from 1 month to 18 years old Received blood sampling during admission or at emergency department due to the need of clinical diagnosis/management  Exclusion Criteria:  -	1
1461	Inclusion Criteria:  Chinese Type 2 diabetic patient. Already performing self monitoring blood glucose ( SMBG ) with pre- and post-meal readings. At least 50% of 2hr post-meal capillary blood glucose values are > 9 mmol/L. A1c between 7.0 to 8.0% within 2 weeks of randomization. Next follow-up is scheduled to at least 12 weeks or more if currently follow-up in TWEH. On stable dose of anti-diabetic drug in the preceding 10 weeks. No change in anti-DM drug in the next 10 week. At least 18 years old. Can read and understand consent form written in Chinese. Can give informed consent.  Exclusion Criteria:  Unexplained hypoglycaemia in last 4 weeks. Using rapid onset insulin ( such as Humalog, Novorapid, Actrapid HM, Mixtard HM, Novomix and Humalog Mix ). Using acarbose. Anaemia. Known thalassaemia. Suspected or confirmed iron deficiency. On warfarin. Renal impairment with serum creatinine > 150 umol/L Active medical illness, such as hepatitis, malignancy, infection, inflammatory arthritis, etc. Unable to follow low glycaemic index diet. Currently participate in other study. Mentally or cognitively disable. Pregnant or lactating women. Hospital Authority or TWEH staff.	1
17	Primary Objective:  - To confirm safety and tolerability of global recommended phase three dose (RPTD) of SAR245408 tablets when administered on continuous once daily dosing (CDD) in patients with solid tumors.  Secondary Objectives:  To evaluate the plasma pharmacokinetics (PK) of daily oral administration of SAR245408 in CDD treatment schedule in patients with solid tumors. To gather preliminary efficacy data after repeated administration of SAR245408 in patients with solid tumors.	0
616	The expected duration of a patient's treatment in this study is approximately 8 months, based on a maximum 28-day screening period, followed by a ≥6-month (6-cycle) treatment period, and an End Of Treatment (EOT) visit, which should be performed at least 30 days following the last administration of IMP or placebo.  Patients who continue to benefit clinically will be allowed to remain on IMP or placebo beyond the 6-month treatment period until the occurrence of disease progression or unacceptable toxicity.	0
430	The additional effect of personalized health education compared to general education following the internationally accepted principles will be evaluated in the prevention of the serious course of the novel coronavirus infection. It is hypothesised that personalized health education provides a greater degree of lifestyle change, thus the risk of a serious course of infection decreases.	0
1462	Inclusion Criteria:  Type 2 diabetic subjects with documented evidence of mild diabetic foot ulcer  Male or female patients attending Diabetic Clinics and/or Podiatry Clinics at the hospitals of the New Territories East Cluster Aged between 20 and 75 years old inclusive All patients should be on stable dose of medication 4 weeks prior to enrolment Written informed consent If the patient is a woman of child-bearing potential, she must agree to use adequate method of contraception throughout the study period, unless surgically sterilized.  Exclusion Criteria:  Patients with end-stage renal disease as defined by the need for dialysis or on renal replacement program  Patients with advanced diabetic eye disease as defined by the history of laser therapy, retinal detachment or vitreous hemorrhage Pregnancy, breast feeding, or patient has plans of becoming pregnant during the study period. Known allergy to TCM drugs Contraindication or intolerance to use of aspirin, statin , ACEI or ARB History of major gastrointestinal bleeding in the 5 years prior to consent Congestive heart failure of any severity Significant cardiovascular disease within 3 months of enrolment including acute coronary syndrome, cardiac revascularization procedure, transient ischemic attack and cerebrovascular accident HbA1c ≥ 10% Severe liver function impairment (≥ 3 ULN of ALT) and renal impairment (eGFR < 30 ml/min/1.73 m2) Investigational drugs within 30 days of enrolment Patient taking any Chinese herbal medicine in the 8 weeks prior to enrolment into the study Any other medical conditions that is considered as unsuitable for the study by investigator	1
1262	Inclusion Criteria:  Eligible patients must meet the following criteria to be enrolled in the study:  Newly diagnosed, stage IV squamous cell lung cancer. This includes patients who present with disseminated metastases, and those with a malignant pleural or pericardial effusion (i.e., formerly stage IIIB in the 6th TNM staging system). Patients who have received prior adjuvant therapy for early-stage lung cancer are eligible if at least 12 months have elapsed from that treatment. Histologically confirmed squamous cell bronchogenic carcinoma. Patients whose tumors contain mixed non-small cell histologies are eligible, as long as squamous carcinoma is the predominant histology. Mixed tumors with small cell anaplastic elements are not eligible. Cytologic specimens obtained by brushings, washings, or needle aspiration of the defined lesion are acceptable. Patients with previous radiotherapy as definitive therapy for locally advanced non-small cell lung cancer are eligible, as long as the recurrence is outside the original radiation therapy port. Radiation therapy must have been completed >4 weeks prior to the initiation of study treatment. Patients who have received chemo/radiation for locally advanced NSCLC are not eligible. Patients who have received palliative radiation therapy for symptomatic metastases must have completed treatment >14 days prior the initiation of the study treatment. Presence of evaluable (measureable or non-measurable) disease. ECOG Performance Status of 0 or 1.  Laboratory values as follows:  Absolute neutrophil count (ANC) >1,500/microL and platelets >100,000/microL (≤72 hours prior to initial treatment). Hemoglobin >9 g/dL (Note: Patients may be transfused or receive erythropoietin to maintain or exceed this level). Bilirubin < ULN. Alanine aminotransferase (ALT) and aspartate aminotransferase (AST) ≤2.5 times the upper limit of normal if no liver involvement or ≤5 times the upper limit of normal with liver involvement. Creatinine <2.0 mg/dL, or creatinine clearance >40 mL/min (as calculated by the Cockcroft-Gault method. Women of childbearing potential must have a negative serum pregnancy test performed within 7 days prior to start of treatment. Women of childbearing potential or men with partners of childbearing potential must use effective birth control measures during treatment and at least 6 months after the last dose of the study treatment. If a woman becomes pregnant or suspects she is pregnant while participating in this study, she must agree to inform her treating physician immediately. Sexually active men must agree to use a medically acceptable form of birth control during treatment and at least 6 months after the last dose. If a female partner becomes pregnant during the course of the study the treating physician should be informed immediately. >18 years of age. Ability to understand the nature of this study, give written informed consent, and comply with study requirements. Patients entering this study must be willing to provide tissue from a previous tumor biopsy (if available) for correlative testing. An exception to this is when the national/local regulations prohibits some of the key activities of this research like the export of samples to third countries, storage of coded samples or global gene expression profiling without a pre-specified list of target genes. If tissue is not available, a patient will still be eligible for enrollment into the study.  Exclusion Criteria:  Prior treatment with gemcitabine, carboplatin (except in the adjuvant setting), or Iniparib. Past or current history of neoplasm other than the entry diagnosis, with the exception of treated non-melanoma skin cancer or carcinoma in-situ of any primary site, or invasive cancers treated definitively, with treatment ending >5 years previously and no evidence of recurrences.  A history of cardiac disease, as defined by:  Malignant hypertension Unstable angina Congestive heart failure Myocardial infarction within the previous 6 months Symptomatic, unstable or uncontrolled, cardiac arrhythmias. Patients who have stable, rate-controlled atrial fibrillation are eligible for study enrollment. Active brain metastases. Patients with treated brain metastases are eligible, if (1) radiation therapy was completed at least 2 weeks prior to study entry; (2) follow-up scan shows no disease progression; and (3) patient does not require steroids. Women who are pregnant or lactating. Any serious, active infection (> Grade 2) at the time of treatment. A serious underlying medical condition that would impair the ability of the patient to receive protocol treatment. A major surgical procedure, or significant traumatic injury ≤28 days of beginning treatment, or anticipation of the need for major surgery during the course of the study. Uncontrolled or intercurrent illness including, that in the opinion of the investigator may increase the risks associated with study participation or administration of the investigational products, or that may interfere with the interpretation of the results. History of any medical or psychiatric condition or laboratory abnormality that, in the opinion of the investigator, may increase the risks associated with the study participation or administration of the investigational products, or that may interfere with the interpretation of the results. Known or suspected allergy/hypersensitivity to any agent given in the course of this trial.  The above information is not intended to contain all considerations relevant to a patient's potential participation in a clinical trial.	1
1322	Inclusion Criteria:  Patients must have a clinical history of SAR Adults (males and females) aged 18 to 65, inclusive Patients must have documentation of a positive skin test within 12 months of screening to ragweed allergen Non-pregnant, non-lactating females, or women who are post-menopausal or are naturally or surgically sterile. Females of childbearing potential must have a confirmed absence of pregnancy and must be using an acceptable birth control method In generally good health Willingness to attend all study visits Capable of following and understanding instructions Willing and able to provide written informed consent prior to initiation of any study procedures, including initiation of washout of any concomitant medications  Exclusion Criteria:  Pregnancy, nursing, or plans to become pregnant or donate gametes Have clinically significant physical findings of nasal anatomical deformities causing greater than 50% obstruction Previous participation in a budesonide study within three months prior to the Screening Visit. Participation in any investigational drug trial within the 30 days preceding the Screening Visit, and thereafter. A known hypersensitivity to any corticosteroid or any of the excipients in the formulation of the investigational drug History of severe respiratory infection or disorder History of alcohol or drug abuse History of a positive test for HIV, hepatitis B or hepatitis C. Active asthma requiring treatment with inhaled or systemic corticosteroid and/or routine use of ß-agonists or any controller drugs, intermittent use (less than or equal to 3 uses per week) of inhaled short acting ß-agonists is acceptable. Use of any of the prohibited medications within the identified exclusion periods Use of antibiotic therapy for acute conditions within 14 days prior to the Screening Visit and thereafter. Low doses of antibiotics taken for prophylaxis are permitted based on the judgment of the Investigator if therapy was started prior to the Screening Visit AND is expected to continue throughout the study. Initiation of immunotherapy or dose escalation during the study period. However, patients may be considered for inclusion if the immunotherapy was initiated 90 days or more prior to the Screening Visit AND if the dosing was stable (maintenance dose) for 30 days or more prior to the Screening Visit. No immunotherapy injections may be received within 48 hours prior to a ragweed pollen exposure visit. Non-vaccinated exposure to or active infection with chickenpox or measles within the 21 days preceding the Screening Visit. Exposure to systemic corticosteroids for any indication, chronic or intermittent (e.g., arthritis), during the 60 days preceding the Screening Visit, or presence of an underlying condition that can reasonably be expected to require treatment with corticosteroids during the course of the study. Use of topical corticosteroids in concentrations in excess of 1% hydrocortisone or equivalent for dermatological conditions within 30 days prior to the Screening Visit History of epilepsy or seizures History of coronary heart disease, uncontrolled hypertension, or other clinically significant cardiovascular disease.  Have any of the following conditions that are judged by the investigator to be clinically significant and/or affect the patient's ability to participate in the clinical trial:  Impaired hepatic function including alcohol related liver disease or cirrhosis History of ocular disturbances (e.g., glaucoma or posterior subcapsular cataracts) Any systemic infection Hematological, renal, endocrine (except for controlled diabetes mellitis or postmenopausal symptoms or hypothyroidism) Gastrointestinal disease Malignancy (excluding basal cell carcinoma) A current neuropsychiatric condition with or without drug therapy	1
1142	Inclusion Criteria:  Males and females aged > 18 years;  Probable or confirmed infection by SARS-CoV2 presenting with one of the following:  Need for oxygen supplementation > 4L or, Need for high oxygen flow nasal catheter, or Need for non-invasive ventilation, or Need for mechanical ventilation.  Exclusion Criteria:  Refusal to provide written informed consent (either the patient or a legal representative); Hypersensitivity to any of the drugs used in the study (Azithromycin or Hydroxychloroquine); Patients with long QT syndrome or severe ventricular arrhythmias; QTc> = 480ms; Patients without a therapeutic perspective or with a palliative care perspective; Patients with liver disease or cirrhosis or abnormal liver enzyme tests above three times the upper limit values (alanine aminotransferase -ALT and aspartate aminotransferase - AST); Renal dysfunction (estimated glomerular filtration rate [eGFR] <30 mL/min/1.73m2, using the MDRD or CKD-EPI methods); Patients with retinopathy or macular degeneration; Patients with pancreatitis; Patients using drugs that prolong the QT interval; Patients with concomitant use of medications that alter the absorption or excretion of azithromycin or hydroxychloroquine; Breastfeeding women; Patients using psychoactive drugs; Pregnancy.	1
